ENSEMBL_GENE_ID	Name	Species
ENSMUSG00000041130	zinc finger protein 598(Zfp598)	Mus musculus
ENSMUSG00000028609	mago homolog, exon junction complex core component(Magoh)	Mus musculus
ENSMUSG00000060572	microfibrillar-associated protein 2(Mfap2)	Mus musculus
ENSMUSG00000023572	cyclin D-type binding-protein 1(Ccndbp1)	Mus musculus
ENSMUSG00000021363	male germ cell-associated kinase(Mak)	Mus musculus
ENSMUSG00000027375	myelin and lymphocyte protein, T cell differentiation protein(Mal)	Mus musculus
ENSMUSG00000024127	prolyl endopeptidase-like(Prepl)	Mus musculus
ENSMUSG00000003746	mannosidase 1, alpha(Man1a)	Mus musculus
ENSMUSG00000008763	mannosidase, alpha, class 1A, member 2(Man1a2)	Mus musculus
ENSMUSG00000024085	mannosidase 2, alpha 1(Man2a1)	Mus musculus
ENSMUSG00000005142	mannosidase 2, alpha B1(Man2b1)	Mus musculus
ENSMUSG00000029119	mannosidase 2, alpha B2(Man2b2)	Mus musculus
ENSMUSG00000025037	monoamine oxidase A(Maoa)	Mus musculus
ENSMUSG00000016528	MAP kinase-activated protein kinase 2(Mapkapk2)	Mus musculus
ENSMUSG00000029454	MAP kinase-activated protein kinase 5(Mapkapk5)	Mus musculus
ENSMUSG00000040688	transducin (beta)-like 3(Tbl3)	Mus musculus
ENSMUSG00000020289	nitrogen permease regulator-like 3(Nprl3)	Mus musculus
ENSMUSG00000007411	MAP/microtubule affinity regulating kinase 3(Mark3)	Mus musculus
ENSMUSG00000068037	MAS1 oncogene(Mas1)	Mus musculus
ENSMUSG00000040624	pleckstrin homology domain containing, family G (with RhoGef domain) member 1(Plekhg1)	Mus musculus
ENSMUSG00000020052	achaete-scute family bHLH transcription factor 1(Ascl1)	Mus musculus
ENSMUSG00000022887	mannan-binding lectin serine peptidase 1(Masp1)	Mus musculus
ENSMUSG00000057092	FXYD domain-containing ion transport regulator 3(Fxyd3)	Mus musculus
ENSMUSG00000004933	megakaryocyte-associated tyrosine kinase(Matk)	Mus musculus
ENSMUSG00000022324	matrilin 2(Matn2)	Mus musculus
ENSMUSG00000016995	matrilin 4(Matn4)	Mus musculus
ENSMUSG00000037236	matrin 3(Matr3)	Mus musculus
ENSMUSG00000059436	Max protein(Max)	Mus musculus
ENSMUSG00000030678	MYC-associated zinc finger protein (purine-binding transcription factor)(Maz)	Mus musculus
ENSMUSG00000024561	methyl-CpG binding domain protein 1(Mbd1)	Mus musculus
ENSMUSG00000024513	methyl-CpG binding domain protein 2(Mbd2)	Mus musculus
ENSMUSG00000035478	methyl-CpG binding domain protein 3(Mbd3)	Mus musculus
ENSMUSG00000030322	methyl-CpG binding domain protein 4(Mbd4)	Mus musculus
ENSMUSG00000041607	myelin basic protein(Mbp)	Mus musculus
ENSMUSG00000047259	melanocortin 4 receptor(Mc4r)	Mus musculus
ENSMUSG00000007480	melanocortin 5 receptor(Mc5r)	Mus musculus
ENSMUSG00000031442	mcf.2 transforming sequence-like(Mcf2l)	Mus musculus
ENSMUSG00000015189	CAS1 domain containing 1(Casd1)	Mus musculus
ENSMUSG00000038612	myeloid cell leukemia sequence 1(Mcl1)	Mus musculus
ENSMUSG00000041859	minichromosome maintenance complex component 3(Mcm3)	Mus musculus
ENSMUSG00000032096	archain 1(Arcn1)	Mus musculus
ENSMUSG00000002870	minichromosome maintenance complex component 2(Mcm2)	Mus musculus
ENSMUSG00000022673	minichromosome maintenance complex component 4(Mcm4)	Mus musculus
ENSMUSG00000005410	minichromosome maintenance complex component 5(Mcm5)	Mus musculus
ENSMUSG00000026355	minichromosome maintenance complex component 6(Mcm6)	Mus musculus
ENSMUSG00000029730	minichromosome maintenance complex component 7(Mcm7)	Mus musculus
ENSMUSG00000016493	CD46 antigen, complement regulatory protein(Cd46)	Mus musculus
ENSMUSG00000014355	anaphase promoting complex subunit 1(Anapc1)	Mus musculus
ENSMUSG00000022517	mahogunin, ring finger 1(Mgrn1)	Mus musculus
ENSMUSG00000027239	midkine(Mdk)	Mus musculus
ENSMUSG00000020212	transformed mouse 3T3 cell double minute 1(Mdm1)	Mus musculus
ENSMUSG00000020184	transformed mouse 3T3 cell double minute 2(Mdm2)	Mus musculus
ENSMUSG00000054387	transformed mouse 3T3 cell double minute 4(Mdm4)	Mus musculus
ENSMUSG00000023088	ATP-binding cassette, sub-family C (CFTR/MRP), member 1(Abcc1)	Mus musculus
ENSMUSG00000066441	retinol dehydrogenase 11(Rdh11)	Mus musculus
ENSMUSG00000010095	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2(Slc3a2)	Mus musculus
ENSMUSG00000002768	male enhanced antigen 1(Mea1)	Mus musculus
ENSMUSG00000031393	methyl CpG binding protein 2(Mecp2)	Mus musculus
ENSMUSG00000030557	myocyte enhancer factor 2A(Mef2a)	Mus musculus
ENSMUSG00000005583	myocyte enhancer factor 2C(Mef2c)	Mus musculus
ENSMUSG00000001419	myocyte enhancer factor 2D(Mef2d)	Mus musculus
ENSMUSG00000021268	maternally expressed 3(Meg3)	Mus musculus
ENSMUSG00000020160	Meis homeobox 1(Meis1)	Mus musculus
ENSMUSG00000003037	RAB8A, member RAS oncogene family(Rab8a)	Mus musculus
ENSMUSG00000035683	maternal embryonic leucine zipper kinase(Melk)	Mus musculus
ENSMUSG00000025241	FYVE and coiled-coil domain containing 1(Fyco1)	Mus musculus
ENSMUSG00000024947	multiple endocrine neoplasia 1(Men1)	Mus musculus
ENSMUSG00000030138	BMS1, ribosome biogenesis factor(Bms1)	Mus musculus
ENSMUSG00000014361	MER proto-oncogene tyrosine kinase(Mertk)	Mus musculus
ENSMUSG00000051855	mesoderm specific transcript(Mest)	Mus musculus
ENSMUSG00000009376	met proto-oncogene(Met)	Mus musculus
ENSMUSG00000006732	methyltransferase like 1(Mettl1)	Mus musculus
ENSMUSG00000050295	forkhead box C1(Foxc1)	Mus musculus
ENSMUSG00000030605	milk fat globule EGF and factor V/VIII domain containing(Mfge8)	Mus musculus
ENSMUSG00000018169	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(Mfng)	Mus musculus
ENSMUSG00000027887	synaptophysin-like 2(Sypl2)	Mus musculus
ENSMUSG00000020346	mannoside acetylglucosaminyltransferase 1(Mgat1)	Mus musculus
ENSMUSG00000042428	mannoside acetylglucosaminyltransferase 3(Mgat3)	Mus musculus
ENSMUSG00000019966	kit ligand(Kitl)	Mus musculus
ENSMUSG00000000318	C-type lectin domain family 10, member A(Clec10a)	Mus musculus
ENSMUSG00000030218	matrix Gla protein(Mgp)	Mus musculus
ENSMUSG00000014418	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2(Hps5)	Mus musculus
ENSMUSG00000035299	midline 1(Mid1)	Mus musculus
ENSMUSG00000033307	macrophage migration inhibitory factor (glycosylation-inhibiting factor)(Mif)	Mus musculus
ENSMUSG00000040414	solute carrier family 25, member 28(Slc25a28)	Mus musculus
ENSMUSG00000024053	elastin microfibril interfacer 2(Emilin2)	Mus musculus
ENSMUSG00000024896	multiple inositol polyphosphate histidine phosphatase 1(Minpp1)	Mus musculus
ENSMUSG00000022075	Rho-related BTB domain containing 2(Rhobtb2)	Mus musculus
ENSMUSG00000068794	collagen, type XXVIII, alpha 1(Col28a1)	Mus musculus
ENSMUSG00000035158	melanogenesis associated transcription factor(Mitf)	Mus musculus
ENSMUSG00000038295	autophagy related 9B(Atg9b)	Mus musculus
ENSMUSG00000025423	protein inhibitor of activated STAT 2(Pias2)	Mus musculus
ENSMUSG00000031004	antigen identified by monoclonal antibody Ki 67(Mki67)	Mus musculus
ENSMUSG00000028708	MAP kinase-interacting serine/threonine kinase 1(Mknk1)	Mus musculus
ENSMUSG00000020190	MAP kinase-interacting serine/threonine kinase 2(Mknk2)	Mus musculus
ENSMUSG00000032498	mutL homolog 1(Mlh1)	Mus musculus
ENSMUSG00000026743	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10(Mllt10)	Mus musculus
ENSMUSG00000052229	G protein-coupled receptor 17(Gpr17)	Mus musculus
ENSMUSG00000029313	AF4/FMR2 family, member 1(Aff1)	Mus musculus
ENSMUSG00000032690	2'-5' oligoadenylate synthetase 2(Oas2)	Mus musculus
ENSMUSG00000068036	afadin, adherens junction formation factor(Afdn)	Mus musculus
ENSMUSG00000047945	MARCKS-like 1(Marcksl1)	Mus musculus
ENSMUSG00000039763	DnaJ heat shock protein family (Hsp40) member C28(Dnajc28)	Mus musculus
ENSMUSG00000090173	F-box and WD-40 domain protein 10(Fbxw10)	Mus musculus
ENSMUSG00000027820	membrane metallo endopeptidase(Mme)	Mus musculus
ENSMUSG00000023353	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3(Agap3)	Mus musculus
ENSMUSG00000043085	transmembrane protein 82(Tmem82)	Mus musculus
ENSMUSG00000047888	trinucleotide repeat containing 6b(Tnrc6b)	Mus musculus
ENSMUSG00000000901	matrix metallopeptidase 11(Mmp11)	Mus musculus
ENSMUSG00000035173	coiled-coil domain containing 186(Ccdc186)	Mus musculus
ENSMUSG00000000957	matrix metallopeptidase 14 (membrane-inserted)(Mmp14)	Mus musculus
ENSMUSG00000031790	matrix metallopeptidase 15(Mmp15)	Mus musculus
ENSMUSG00000028226	matrix metallopeptidase 16(Mmp16)	Mus musculus
ENSMUSG00000031740	matrix metallopeptidase 2(Mmp2)	Mus musculus
ENSMUSG00000027612	matrix metallopeptidase 24(Mmp24)	Mus musculus
ENSMUSG00000017737	matrix metallopeptidase 9(Mmp9)	Mus musculus
ENSMUSG00000042709	ATP synthase mitochondrial F1 complex assembly factor 2(Atpaf2)	Mus musculus
ENSMUSG00000043029	transient receptor potential cation channel, subfamily V, member 3(Trpv3)	Mus musculus
ENSMUSG00000021103	menage a trois 1(Mnat1)	Mus musculus
ENSMUSG00000041245	WNK lysine deficient protein kinase 3(Wnk3)	Mus musculus
ENSMUSG00000039308	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2(Ndst2)	Mus musculus
ENSMUSG00000056493	forkhead box K1(Foxk1)	Mus musculus
ENSMUSG00000032221	meiosis-specific nuclear structural protein 1(Mns1)	Mus musculus
ENSMUSG00000000282	max binding protein(Mnt)	Mus musculus
ENSMUSG00000032517	myelin-associated oligodendrocytic basic protein(Mobp)	Mus musculus
ENSMUSG00000015536	molybdenum cofactor synthesis 2(Mocs2)	Mus musculus
ENSMUSG00000032418	malic enzyme 1, NADP(+)-dependent, cytosolic(Me1)	Mus musculus
ENSMUSG00000076439	myelin oligodendrocyte glycoprotein(Mog)	Mus musculus
ENSMUSG00000025762	La ribonucleoprotein domain family, member 1B(Larp1b)	Mus musculus
ENSMUSG00000019179	malate dehydrogenase 2, NAD (mitochondrial)(Mdh2)	Mus musculus
ENSMUSG00000036466	multiple EGF-like-domains 11(Megf11)	Mus musculus
ENSMUSG00000020321	malate dehydrogenase 1, NAD (soluble)(Mdh1)	Mus musculus
ENSMUSG00000040697	DnaJ heat shock protein family (Hsp40) member C16(Dnajc16)	Mus musculus
ENSMUSG00000002227	Mov10 RISC complex RNA helicase(Mov10)	Mus musculus
ENSMUSG00000039067	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7(Psmd7)	Mus musculus
ENSMUSG00000022661	CD200 antigen(Cd200)	Mus musculus
ENSMUSG00000079363	guanylate binding protein 4(Gbp4)	Mus musculus
ENSMUSG00000028402	multiple PDZ domain crumbs cell polarity complex component(Mpdz)	Mus musculus
ENSMUSG00000046805	macrophage expressed gene 1(Mpeg1)	Mus musculus
ENSMUSG00000025094	solute carrier family 18 (vesicular monoamine), member 2(Slc18a2)	Mus musculus
ENSMUSG00000006389	myeloproliferative leukemia virus oncogene(Mpl)	Mus musculus
ENSMUSG00000051323	protocadherin 19(Pcdh19)	Mus musculus
ENSMUSG00000020411	NIPA-like domain containing 4(Nipal4)	Mus musculus
ENSMUSG00000031402	membrane protein, palmitoylated(Mpp1)	Mus musculus
ENSMUSG00000040943	tet methylcytosine dioxygenase 2(Tet2)	Mus musculus
ENSMUSG00000107283	MpV17 mitochondrial inner membrane protein(Mpv17)	Mus musculus
ENSMUSG00000039831	Rho GTPase activating protein 29(Arhgap29)	Mus musculus
ENSMUSG00000032470	muscle and microspikes RAS(Mras)	Mus musculus
ENSMUSG00000026712	mannose receptor, C type 1(Mrc1)	Mus musculus
ENSMUSG00000020695	mannose receptor, C type 2(Mrc2)	Mus musculus
ENSMUSG00000031928	MRE11A homolog A, double strand break repair nuclease(Mre11a)	Mus musculus
ENSMUSG00000027210	Meis homeobox 2(Meis2)	Mus musculus
ENSMUSG00000041420	Meis homeobox 3(Meis3)	Mus musculus
ENSMUSG00000005611	inositol 1,4,5-triphosphate receptor associated 1(Irag1)	Mus musculus
ENSMUSG00000028842	argonaute RISC catalytic subunit 3(Ago3)	Mus musculus
ENSMUSG00000002028	lysine (K)-specific methyltransferase 2A(Kmt2a)	Mus musculus
ENSMUSG00000034175	rhomboid domain containing 3(Rhbdd3)	Mus musculus
ENSMUSG00000074923	p21 (RAC1) activated kinase 6(Pak6)	Mus musculus
ENSMUSG00000040035	dispatched RND tramsporter family member 2(Disp2)	Mus musculus
ENSMUSG00000033405	nudix (nucleoside diphosphate linked moiety X)-type motif 15(Nudt15)	Mus musculus
ENSMUSG00000070644	ethanolamine kinase 2(Etnk2)	Mus musculus
ENSMUSG00000025930	musculin(Msc)	Mus musculus
ENSMUSG00000039910	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2(Cited2)	Mus musculus
ENSMUSG00000024151	mutS homolog 2(Msh2)	Mus musculus
ENSMUSG00000014850	mutS homolog 3(Msh3)	Mus musculus
ENSMUSG00000005370	mutS homolog 6(Msh6)	Mus musculus
ENSMUSG00000054256	musashi RNA-binding protein 1(Msi1)	Mus musculus
ENSMUSG00000024042	salt inducible kinase 1(Sik1)	Mus musculus
ENSMUSG00000031358	MSL complex subunit 3(Msl3)	Mus musculus
ENSMUSG00000021260	hedgehog interacting protein-like 1(Hhipl1)	Mus musculus
ENSMUSG00000031207	moesin(Msn)	Mus musculus
ENSMUSG00000048450	msh homeobox 1(Msx1)	Mus musculus
ENSMUSG00000064357	ATP synthase 6, mitochondrial(mt-Atp6)	Mus musculus
ENSMUSG00000064356	ATP synthase 8, mitochondrial(mt-Atp8)	Mus musculus
ENSMUSG00000064351	cytochrome c oxidase I, mitochondrial(mt-Co1)	Mus musculus
ENSMUSG00000064354	cytochrome c oxidase II, mitochondrial(mt-Co2)	Mus musculus
ENSMUSG00000064358	cytochrome c oxidase III, mitochondrial(mt-Co3)	Mus musculus
ENSMUSG00000064370	cytochrome b, mitochondrial(mt-Cytb)	Mus musculus
ENSMUSG00000029198	GrpE-like 1, mitochondrial(Grpel1)	Mus musculus
ENSMUSG00000024580	GrpE-like 2, mitochondrial(Grpel2)	Mus musculus
ENSMUSG00000064341	NADH dehydrogenase 1, mitochondrial(mt-Nd1)	Mus musculus
ENSMUSG00000064345	NADH dehydrogenase 2, mitochondrial(mt-Nd2)	Mus musculus
ENSMUSG00000064360	NADH dehydrogenase 3, mitochondrial(mt-Nd3)	Mus musculus
ENSMUSG00000064363	NADH dehydrogenase 4, mitochondrial(mt-Nd4)	Mus musculus
ENSMUSG00000065947	NADH dehydrogenase 4L, mitochondrial(mt-Nd4l)	Mus musculus
ENSMUSG00000064367	NADH dehydrogenase 5, mitochondrial(mt-Nd5)	Mus musculus
ENSMUSG00000064368	NADH dehydrogenase 6, mitochondrial(mt-Nd6)	Mus musculus
ENSMUSG00000064337	12S rRNA, mitochondrial(mt-Rnr1)	Mus musculus
ENSMUSG00000004929	thimet oligopeptidase 1(Thop1)	Mus musculus
ENSMUSG00000064339	16S rRNA, mitochondrial(mt-Rnr2)	Mus musculus
ENSMUSG00000020250	thioredoxin reductase 1(Txnrd1)	Mus musculus
ENSMUSG00000057469	E2F transcription factor 6(E2f6)	Mus musculus
ENSMUSG00000109865	heat shock protein 14(Hspa14)	Mus musculus
ENSMUSG00000073988	tocopherol (alpha) transfer protein(Ttpa)	Mus musculus
ENSMUSG00000022545	excision repair cross-complementing rodent repair deficiency, complementation group 4(Ercc4)	Mus musculus
ENSMUSG00000032352	leucine rich repeat containing 1(Lrrc1)	Mus musculus
ENSMUSG00000040616	transmembrane protein 51(Tmem51)	Mus musculus
ENSMUSG00000031765	metallothionein 1(Mt1)	Mus musculus
ENSMUSG00000045996	polymerase (RNA) II (DNA directed) polypeptide K(Polr2k)	Mus musculus
ENSMUSG00000031762	metallothionein 2(Mt2)	Mus musculus
ENSMUSG00000031760	metallothionein 3(Mt3)	Mus musculus
ENSMUSG00000027254	microtubule-associated protein 1 A(Map1a)	Mus musculus
ENSMUSG00000052727	microtubule-associated protein 1B(Map1b)	Mus musculus
ENSMUSG00000021959	large tumor suppressor 2(Lats2)	Mus musculus
ENSMUSG00000015222	microtubule-associated protein 2(Map2)	Mus musculus
ENSMUSG00000049532	spalt like transcription factor 2(Sall2)	Mus musculus
ENSMUSG00000032479	microtubule-associated protein 4(Map4)	Mus musculus
ENSMUSG00000021831	endoplasmic reticulum oxidoreductase 1 alpha(Ero1a)	Mus musculus
ENSMUSG00000055407	microtubule-associated protein 6(Map6)	Mus musculus
ENSMUSG00000019996	microtubule-associated protein 7(Map7)	Mus musculus
ENSMUSG00000046756	mitchondrial ribosomal protein S7(Mrps7)	Mus musculus
ENSMUSG00000018411	microtubule-associated protein tau(Mapt)	Mus musculus
ENSMUSG00000031200	mature T cell proliferation 1(Mtcp1)	Mus musculus
ENSMUSG00000028890	metal response element binding transcription factor 1(Mtf1)	Mus musculus
ENSMUSG00000029267	metal response element binding transcription factor 2(Mtf2)	Mus musculus
ENSMUSG00000036639	nudix (nucleoside diphosphate linked moiety X)-type motif 1(Nudt1)	Mus musculus
ENSMUSG00000005667	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase(Mthfd2)	Mus musculus
ENSMUSG00000029009	methylenetetrahydrofolate reductase(Mthfr)	Mus musculus
ENSMUSG00000031337	X-linked myotubular myopathy gene 1(Mtm1)	Mus musculus
ENSMUSG00000020585	lysosomal-associated protein transmembrane 4A(Laptm4a)	Mus musculus
ENSMUSG00000003810	microtubule associated serine/threonine kinase 2(Mast2)	Mus musculus
ENSMUSG00000028158	microsomal triglyceride transfer protein(Mttp)	Mus musculus
ENSMUSG00000032392	poly (ADP-ribose) polymerase family, member 16(Parp16)	Mus musculus
ENSMUSG00000024939	family with sequence similarity 89, member B(Fam89b)	Mus musculus
ENSMUSG00000064068	metaxin 1(Mtx1)	Mus musculus
ENSMUSG00000038982	biogenesis of lysosomal organelles complex-1, subunit 5, muted(Bloc1s5)	Mus musculus
ENSMUSG00000025515	mucin 2(Muc2)	Mus musculus
ENSMUSG00000039298	CDK5 regulatory subunit associated protein 2(Cdk5rap2)	Mus musculus
ENSMUSG00000051355	COMM domain containing 1(Commd1)	Mus musculus
ENSMUSG00000005718	transcription factor AP4(Tfap4)	Mus musculus
ENSMUSG00000056342	ubiquitin specific peptidase 34(Usp34)	Mus musculus
ENSMUSG00000039735	formin binding protein 1-like(Fnbp1l)	Mus musculus
ENSMUSG00000041939	mevalonate kinase(Mvk)	Mus musculus
ENSMUSG00000023341	MX dynamin-like GTPase 2(Mx2)	Mus musculus
ENSMUSG00000025025	MAX interactor 1, dimerization protein(Mxi1)	Mus musculus
ENSMUSG00000038587	A kinase (PRKA) anchor protein (gravin) 12(Akap12)	Mus musculus
ENSMUSG00000014303	GLIS family zinc finger 2(Glis2)	Mus musculus
ENSMUSG00000037503	family with sequence similarity 168, member B(Fam168b)	Mus musculus
ENSMUSG00000027977	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3(Ndst3)	Mus musculus
ENSMUSG00000025912	myeloblastosis oncogene-like 1(Mybl1)	Mus musculus
ENSMUSG00000017861	myeloblastosis oncogene-like 2(Mybl2)	Mus musculus
ENSMUSG00000002100	myosin binding protein C, cardiac(Mybpc3)	Mus musculus
ENSMUSG00000022346	myelocytomatosis oncogene(Myc)	Mus musculus
ENSMUSG00000040435	protein phosphatase 1, regulatory subunit 15A(Ppp1r15a)	Mus musculus
ENSMUSG00000028062	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2(Lamtor2)	Mus musculus
ENSMUSG00000015312	growth arrest and DNA-damage-inducible 45 beta(Gadd45b)	Mus musculus
ENSMUSG00000032508	myeloid differentiation primary response gene 88(Myd88)	Mus musculus
ENSMUSG00000053536	cleavage stimulation factor, 3' pre-RNA subunit 2, tau(Cstf2t)	Mus musculus
ENSMUSG00000027201	myelin basic protein expression factor 2, repressor(Myef2)	Mus musculus
ENSMUSG00000056328	myosin, heavy polypeptide 1, skeletal muscle, adult(Myh1)	Mus musculus
ENSMUSG00000018830	myosin, heavy polypeptide 11, smooth muscle(Myh11)	Mus musculus
ENSMUSG00000067722	cDNA sequence BC003965(BC003965)	Mus musculus
ENSMUSG00000033196	myosin, heavy polypeptide 2, skeletal muscle, adult(Myh2)	Mus musculus
ENSMUSG00000020908	myosin, heavy polypeptide 3, skeletal muscle, embryonic(Myh3)	Mus musculus
ENSMUSG00000057003	myosin, heavy polypeptide 4, skeletal muscle(Myh4)	Mus musculus
ENSMUSG00000055775	myosin, heavy polypeptide 8, skeletal muscle, perinatal(Myh8)	Mus musculus
ENSMUSG00000022443	myosin, heavy polypeptide 9, non-muscle(Myh9)	Mus musculus
ENSMUSG00000040752	myosin, heavy polypeptide 6, cardiac muscle, alpha(Myh6)	Mus musculus
ENSMUSG00000026361	cell division cycle 73, Paf1/RNA polymerase II complex component(Cdc73)	Mus musculus
ENSMUSG00000005949	cystinosis, nephropathic(Ctns)	Mus musculus
ENSMUSG00000018736	nudE neurodevelopment protein 1 like 1(Ndel1)	Mus musculus
ENSMUSG00000061086	myosin, light polypeptide 4(Myl4)	Mus musculus
ENSMUSG00000023992	triggering receptor expressed on myeloid cells 2(Trem2)	Mus musculus
ENSMUSG00000035521	N-acetylglucosamine-1-phosphotransferase, gamma subunit(Gnptg)	Mus musculus
ENSMUSG00000002733	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3(Plekha3)	Mus musculus
ENSMUSG00000031557	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2(Plekha2)	Mus musculus
ENSMUSG00000090841	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle(Myl6)	Mus musculus
